fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.66;0.316;0.436;8.09;0.061;45.2;164.2;0.99357;3.38;0.51;12.48;5
7.62;0.249;0.511;2.26;0.029;16.4;42.9;0.99473;3.18;0.55;9.91;5
6.73;0.068;0.416;2.24;0.055;33.5;119.0;0.99233;3.23;0.56;10.64;7
6.44;0.296;0.259;3.69;0.058;30.7;82.4;0.99355;3.24;0.53;11.21;6
7.75;0.351;0.322;4.04;0.067;39.0;148.6;0.99986;3.16;0.47;10.5;6
6.77;0.278;0.076;6.29;0.049;39.4;157.0;0.99151;3.18;0.48;10.03;6
5.77;0.309;0.439;6.01;0.074;41.9;205.1;0.9888;3.21;0.64;12.25;6
7.03;0.315;0.514;7.12;0.058;52.2;67.9;0.99198;3.35;0.31;8.56;7
6.2;0.339;0.28;8.27;0.013;34.4;106.1;0.99476;3.34;0.56;10.67;5
6.93;0.281;0.253;1.77;0.062;37.8;141.1;0.99261;3.3;0.55;11.73;5
6.21;0.191;0.432;11.43;0.028;8.2;97.9;0.99637;3.38;0.44;10.35;6
6.94;0.224;0.414;2.34;0.041;38.8;193.1;0.9931;3.11;0.2;10.26;5
7.51;0.287;0.277;17.21;0.044;36.7;173.8;0.99821;3.08;0.49;11.15;6
6.27;0.147;0.391;6.71;0.034;55.7;86.8;0.99386;3.26;0.67;9.37;7
4.53;0.23;0.194;2.58;0.02;48.4;154.9;0.99808;3.11;0.58;12.6;7
6.19;0.08;0.207;0.6;0.009;14.9;144.1;0.99283;3.05;0.43;11.49;5
6.13;0.413;0.318;12.7;0.062;35.1;125.2;0.99259;3.27;0.59;8.07;6
8.32;0.431;0.375;9.99;0.082;27.8;170.3;0.99537;3.53;0.43;9.71;5
6.14;0.537;0.185;1.94;0.02;29.7;134.6;0.99612;3.28;0.64;12.61;5
7.57;0.15;0.344;0.6;0.037;46.5;133.1;0.99257;3.33;0.63;9.77;5
7.84;0.306;0.45;3.05;0.058;44.1;159.0;0.99466;3.35;0.46;14.28;6
6.51;0.155;0.39;7.29;0.083;58.0;138.7;0.9958;3.17;0.58;11.13;5
7.5;0.441;0.225;3.44;0.076;16.0;99.4;0.99687;3.33;0.32;10.5;7
7.69;0.321;0.409;9.09;0.048;57.6;148.4;0.9935;3.12;0.43;9.2;6
7.83;0.258;0.318;13.41;0.045;40.3;142.4;0.99457;3.16;0.64;10.57;6
5.75;0.243;0.311;3.27;0.092;28.9;179.5;0.99574;3.28;0.47;10.82;6
6.19;0.316;0.258;10.86;0.052;19.0;205.5;0.99;3.1;0.47;10.62;5
6.56;0.312;0.218;3.9;0.039;40.7;183.2;0.98512;2.97;0.36;11.7;5
6.98;0.146;0.335;3.49;0.062;13.0;126.6;0.99646;3.26;0.56;9.41;6
5.99;0.459;0.425;5.53;0.02;40.1;157.8;0.98905;3.03;0.57;10.49;6
6.75;0.326;0.144;17.6;0.009;28.2;77.4;0.99455;3.25;0.33;10.89;5
5.4;0.288;0.478;12.1;0.085;67.1;156.3;0.9964;3.12;0.48;9.33;6
5.79;0.4;0.466;4.14;0.048;30.4;152.8;1.0042;3.29;0.55;9.69;5
5.41;0.313;0.341;5.43;0.045;60.2;214.2;1.00038;2.95;0.34;10.29;6
7.19;0.25;0.441;1.74;0.106;2;89.5;0.99157;3.35;0.63;11.14;7
8.46;0.3;0.511;5.75;0.043;61.3;130.8;0.99367;3.12;0.64;9.91;5
7.86;0.274;0.217;8.89;0.026;36.2;230.2;0.98986;3.01;0.67;9.9;7
8.33;0.251;0.272;1.43;0.016;51.3;72.5;0.99441;3.31;0.36;11.85;5
8.85;0.367;0.158;0.6;0.05;73.6;143.8;0.9918;3.35;0.54;10.9;6
7.74;0.319;0.211;4.69;0.031;57.9;89.1;0.99057;3.26;0.51;10.95;5
7.21;0.295;0.21;9.39;0.092;25.6;106.6;0.99412;3.19;0.33;10.93;6
7.34;0.207;0.103;6.09;0.057;64.2;113.1;0.99478;3.12;0.42;11.39;7
7.55;0.427;0.34;16.09;0.043;43.2;158.9;0.99425;3.11;0.46;10.21;5
7.68;0.162;0.553;8.94;0.061;22.8;137.6;0.99345;3.01;0.53;10.77;6
5.52;0.297;0.537;4.12;0.062;20.3;136.7;0.98767;3.38;0.62;9.92;6
6.99;0.322;0.183;6.03;0.061;30.2;98.8;0.99666;3.26;0.53;9.69;6
4.97;0.198;0.445;6.44;0.025;43.4;193.2;0.9936;3.09;0.52;10.92;6
5.46;0.222;0.343;6.51;0.009;32.7;195.5;0.99634;3.42;0.36;10.01;7
7.41;0.179;0.105;14.42;0.034;41.7;150.1;0.98663;3.08;0.46;9.56;7
7.82;0.34;0.568;11.19;0.043;61.5;116.2;0.9964;3.03;0.51;9.27;6
7.57;0.317;0.4;4.13;0.049;7.1;144.8;0.99647;3.22;0.29;12.95;6
8.54;0.472;0.223;8.09;0.086;31.3;133.6;0.99218;3.24;0.49;11.21;5
7.36;0.308;0.638;19.5;0.083;16.4;255.6;0.99297;3.11;0.58;8.0;6
7.83;0.346;0.21;1.51;0.05;40.6;159.0;0.99467;3.28;0.49;10.51;7
6.74;0.165;0.212;6.79;0.053;42.1;96.7;0.99396;3.24;0.66;9.94;5
6.99;0.162;0.345;0.6;0.055;35.3;190.0;0.99594;3.47;0.68;10.63;5
6.02;0.207;0.486;12.83;0.054;52.4;58.2;0.99104;3.16;0.48;10.72;6
6.38;0.239;0.304;3.44;0.013;42.0;60.2;0.99297;3.39;0.39;11.63;5
6.89;0.235;0.473;0.6;0.032;2;146.0;0.99007;3.05;0.37;11.05;7
6.62;0.342;0.236;11.85;0.061;54.2;137.1;0.9962;3.46;0.59;10.66;5
6.09;0.152;0.38;2.04;0.009;41.5;145.2;0.9975;3.23;0.43;9.27;6
7.21;0.318;0.424;12.61;0.044;48.8;106.8;0.9929;2.93;0.55;10.95;6
5.85;0.3;0.216;0.6;0.016;18.6;243.2;0.99605;3.25;0.57;11.31;5
6.83;0.234;0.464;12.36;0.031;36.8;142.7;0.99277;3.21;0.63;8.5;6
7.39;0.406;0.471;8.03;0.075;28.2;174.8;0.99779;3.09;0.55;11.4;6
7.29;0.322;0.479;17.95;0.064;8.3;59.6;0.99614;3.26;0.76;11.84;4
6.63;0.361;0.201;7.54;0.068;31.0;146.8;0.98618;3.24;0.63;10.0;7
7.9;0.354;0.145;0.6;0.034;32.3;188.6;0.99246;3.44;0.6;11.18;5
8.67;0.147;0.394;4.01;0.076;34.2;144.0;0.99749;3.23;0.39;12.05;5
8.34;0.474;0.23;13.9;0.037;27.8;39.9;0.99535;3.2;0.23;9.37;5
5.32;0.293;0.476;14.19;0.079;33.4;178.4;0.99996;2.87;0.68;11.7;5
6.23;0.223;0.307;4.83;0.044;63.5;139.6;0.99633;3.13;0.58;11.15;5
6.86;0.402;0.409;4.01;0.021;49.1;129.5;0.99498;3.23;0.77;9.96;7
6.88;0.405;0.145;5.37;0.074;38.6;193.9;0.99954;3.21;0.52;9.95;7
4.99;0.316;0.215;12.25;0.031;64.5;159.9;0.99525;3.05;0.32;10.15;5
7.52;0.413;0.294;6.96;0.076;24.6;34.9;0.98881;3.08;0.5;10.14;6
6.2;0.337;0.499;0.85;0.029;34.2;115.1;0.99455;3.32;0.51;11.08;6
6.81;0.609;0.249;8.02;0.032;40.5;183.1;0.99529;3.11;0.6;10.3;5
7.41;0.215;0.327;13.69;0.062;48.2;117.9;0.99846;3.13;0.59;12.85;6
6.59;0.343;0.512;11.86;0.079;24.6;199.7;0.99111;3.06;0.46;11.01;5
6.2;0.338;0.188;6.64;0.043;65.9;122.3;0.99386;3.14;0.67;13.51;6
7.07;0.149;0.489;4.76;0.057;4.7;102.2;0.99113;3.15;0.38;9.28;4
7.56;0.417;0.367;1.72;0.078;43.4;120.9;0.98982;3.5;0.49;10.2;5
7.52;0.599;0.408;8.74;0.055;32.8;185.4;0.98787;3.21;0.61;9.8;7
6.97;0.219;0.087;19.93;0.063;53.6;98.8;0.99288;3.27;0.34;8.98;4
7.88;0.234;0.498;6.21;0.012;45.0;120.7;0.9939;3.35;0.43;8.02;6
5.83;0.371;0.352;5.39;0.091;27.2;206.9;0.9898;3.16;0.42;12.47;6
6.93;0.285;0.131;5.73;0.051;16.8;166.8;0.98935;3.22;0.45;10.11;6
6.04;0.349;0.471;9.49;0.04;20.1;97.0;0.99191;3.08;0.32;10.24;5
6.0;0.292;0.336;7.16;0.009;2.5;96.6;0.99234;3.15;0.45;11.36;8
7.29;0.127;0.239;9.7;0.034;2;159.2;0.98994;3.38;0.44;10.66;6
6.97;0.198;0.236;9.07;0.073;30.3;151.8;0.9922;3.05;0.53;10.55;8
7.16;0.468;0.533;8.04;0.026;54.7;17.9;0.99474;3.23;0.37;10.56;6
6.35;0.281;0.258;8.51;0.044;23.9;135.6;0.99438;3.21;0.47;9.3;6
5.58;0.292;0.392;5.54;0.078;41.5;145.4;0.99825;3.32;0.54;10.65;6
6.63;0.351;0;0.6;0.035;15.0;184.9;0.99628;3.31;0.27;11.05;5
7.77;0.348;0.373;8.48;0.02;33.0;212.0;0.99399;3.01;0.62;10.74;6
5.68;0.313;0.272;9.43;0.058;59.8;156.0;0.99606;3.09;0.34;11.21;6
7.04;0.346;0.401;7.51;0.028;16.0;170.8;0.99804;3.41;0.31;10.7;6
7.72;0.419;0.362;0.6;0.041;15.0;129.4;0.99426;3.45;0.3;10.64;5
8.42;0.268;0.222;0.6;0.02;39.0;129.0;0.99698;3.47;0.57;10.62;6
7.68;0.276;0.423;1.71;0.073;29.4;120.7;1.00087;3.29;0.6;9.94;6
7.07;0.434;0.297;4.64;0.092;62.2;193.1;0.99801;3.01;0.45;10.62;5
6.49;0.36;0.47;2.01;0.069;66.5;209.6;0.99457;3.38;0.51;10.71;6
6.43;0.43;0.577;14.02;0.049;44.3;180.8;0.99827;3.2;0.47;8.96;6
5.8;0.345;0.383;13.04;0.078;69.2;175.4;0.99648;3.36;0.59;11.36;7
8.83;0.351;0.145;13.06;0.026;41.4;159.1;0.99559;3.29;0.52;10.87;6
6.62;0.3;0.367;12.42;0.04;29.8;141.0;0.99003;3.03;0.41;8.68;5
4.6;0.252;0.261;11.74;0.093;26.3;205.9;0.99551;3.18;0.38;9.84;5
6.47;0.114;0.279;8.07;0.055;31.1;109.6;0.99145;3.19;0.39;12.79;5
6.29;0.269;0.512;8.17;0.031;48.5;173.9;0.99265;2.89;0.74;10.35;7
5.17;0.045;0.401;0.6;0.053;44.4;102.7;0.99779;3.15;0.5;9.03;7
6.9;0.205;0.216;7.52;0.023;33.9;168.3;0.9935;2.94;0.75;8.1;6
8.06;0.282;0.327;6.29;0.07;29.3;206.0;0.99261;3.0;0.62;11.62;6
6.63;0.484;0.164;4.79;0.009;22.0;212.6;0.9944;3.32;0.5;11.35;6
6.65;0.263;0.338;14.52;0.075;34.2;210.2;0.99272;3.34;0.53;10.29;6
5.59;0.297;0.037;12.25;0.091;41.8;124.3;0.99372;2.87;0.33;10.93;5
5.18;0.226;0.367;1.87;0.063;56.3;139.4;0.99133;3.31;0.57;10.6;5
9.11;0.45;0.446;2.16;0.009;52.3;156.3;0.99225;3.09;0.39;11.37;5
6.86;0.327;0.436;2.84;0.04;48.8;111.5;0.98906;3.24;0.35;12.37;7
7.2;0.243;0.201;0.6;0.048;33.8;87.3;0.99451;3.46;0.81;10.0;6
7.68;0.391;0.293;0.6;0.061;36.0;108.8;1.00007;2.79;0.53;10.86;7
5.56;0.459;0.359;3.92;0.036;37.4;108.1;1.00059;3.07;0.53;11.61;5
7.15;0.211;0.329;3.96;0.072;26.1;141.3;0.9933;3.22;0.35;8.09;7
6.7;0.113;0.275;0.6;0.037;2;87.6;0.99241;3.21;0.56;11.97;7
6.61;0.281;0.112;0.6;0.05;65.7;95.7;0.98906;2.95;0.63;10.8;5
6.98;0.261;0.46;1.31;0.052;36.9;149.9;0.99419;3.24;0.46;10.81;6
6.81;0.378;0.504;8.17;0.029;2;138.2;0.98819;3.24;0.41;10.44;6
7.15;0.319;0.362;6.15;0.059;37.2;112.4;0.99232;3.33;0.54;10.56;6
7.79;0.312;0.28;10.05;0.048;32.9;174.8;0.99813;3.5;0.38;11.32;7
8.01;0.361;0.489;8.08;0.035;40.2;70.7;0.99806;3.1;0.5;12.97;6
6.91;0.315;0.104;14.77;0.047;45.3;68.9;0.99519;3.23;0.37;9.16;6
7.05;0.198;0.329;9.62;0.048;72.7;90.6;0.99635;3.12;0.57;9.95;6
7.61;0.315;0.243;5.45;0.013;2;149.5;0.99004;3.03;0.5;9.66;7
9.09;0.181;0.231;6.87;0.021;45.5;206.5;0.99169;3.41;0.28;8.95;8
7.15;0.255;0.365;6.49;0.061;19.8;145.8;1.00012;3.37;0.48;12.49;5
6.68;0.253;0.298;0.6;0.038;71.1;166.0;0.9944;3.24;0.33;10.35;5
6.62;0.225;0.426;5.72;0.041;51.1;117.2;0.99165;3.44;0.45;13.05;6
5.78;0.413;0.236;8.56;0.03;44.4;63.5;0.99356;3.03;0.54;9.27;4
7.81;0.22;0.137;9.11;0.046;26.5;211.4;0.99419;3.31;0.58;9.34;5
6.19;0.238;0.349;2.28;0.039;29.1;56.0;0.99508;3.1;0.62;10.78;7
6.65;0.279;0.463;8.93;0.093;54.4;223.4;0.99174;3.24;0.69;12.62;5
6.52;0.242;0.353;11.49;0.088;48.0;197.2;0.99418;2.95;0.43;10.01;6
7.27;0.113;0.4;3.24;0.032;36.2;53.2;0.99241;3.15;0.49;12.46;6
5.81;0.267;0.294;6.08;0.06;29.3;132.2;0.99681;3.4;0.56;11.2;7
6.15;0.341;0.485;2.46;0.041;35.0;186.9;0.99338;3.09;0.44;9.87;8
6.46;0.237;0.402;0.6;0.069;5.4;121.6;0.9915;3.17;0.39;8.92;6
5.69;0.283;0.389;6.38;0.041;49.9;136.1;0.99384;3.17;0.4;9.57;5
6.24;0.234;0.33;5.09;0.043;54.8;117.7;0.99407;3.05;0.54;8.99;5
6.82;0.512;0.521;12.02;0.037;43.3;63.8;0.99561;3.06;0.41;12.56;6
8.52;0.31;0.161;5.24;0.056;46.0;190.8;0.99832;3.02;0.37;8.33;5
6.05;0.293;0.467;1.18;0.027;28.4;135.8;0.99443;3.12;0.38;10.24;5
7.26;0.043;0.472;10.58;0.071;17.0;155.9;0.99416;3.21;0.26;11.41;6
6.03;0.251;0.419;14.1;0.033;25.4;95.1;0.99151;3.22;0.46;11.01;5
8.15;0.325;0.32;1.57;0.063;36.6;154.1;0.99059;3.0;0.48;10.77;6
5.32;0.154;0.243;3.18;0.087;39.2;137.8;0.99156;3.06;0.79;10.41;5
7.37;0.293;0.44;0.6;0.066;50.4;181.1;1.0004;3.14;0.6;11.21;5
7.78;0.233;0.23;9.31;0.047;56.5;189.0;0.99507;3.16;0.51;13.48;7
6.93;0.298;0.513;10.27;0.059;41.9;180.9;0.98866;3.33;0.51;10.29;6
6.78;0.378;0.377;5.46;0.064;23.0;102.5;0.99236;3.21;0.37;11.96;6
7.17;-0.062;0.369;1.94;0.045;52.6;101.5;0.98918;2.77;0.69;9.55;6
5.81;0.347;0.257;3.2;0.068;48.5;138.6;0.99043;2.99;0.55;10.29;5
6.32;0.17;0.355;1.92;0.045;29.5;170.1;0.98951;3.22;0.52;10.56;6
7.23;0.121;0.198;4.45;0.056;55.1;107.6;0.99622;3.19;0.31;12.68;6
6.14;0.181;0.639;14.92;0.064;26.6;149.3;0.98764;3.28;0.58;10.03;7
6.23;0.345;0.463;1.79;0.019;30.3;148.0;0.9926;3.39;0.48;12.06;5
7.03;0.281;0.39;4.71;0.009;70.7;98.3;1.00192;3.29;0.41;11.12;6
7.25;0.222;0.239;13.12;0.02;30.4;161.2;0.99915;3.2;0.54;8.95;6
6.25;0.258;0.439;3.71;0.04;49.0;35.4;0.99417;3.21;0.6;10.04;6
7.11;0.392;0.157;8.89;0.07;46.8;219.6;0.99478;3.19;0.49;13.11;6
7.07;0.121;0.473;5.59;0.047;28.9;60.7;0.99474;3.07;0.36;9.15;7
5.09;0.448;0.512;4.14;0.05;19.9;179.7;0.9979;3.22;0.23;10.74;5
7.11;0.415;0.518;15.84;0.083;22.6;172.9;1.00237;3.16;0.56;11.68;7
6.03;0.3;0.287;7.94;0.052;43.3;138.8;0.99205;3.12;0.48;9.49;6
5.6;0.258;0.279;0.6;0.058;30.7;179.5;0.99156;3.16;0.39;10.08;6
6.11;0.285;0.138;8.74;0.055;31.6;157.8;0.9955;3.29;0.56;10.11;6
6.24;0.367;0.538;4.74;0.077;59.0;44.6;0.9945;3.33;0.46;11.66;6
6.74;0.124;0.178;5.21;0.067;73.9;102.3;0.9919;3.26;0.44;9.71;6
6.12;0.344;0.458;2.39;0.009;38.4;95.2;0.99617;3.1;0.39;11.94;4
7.63;0.392;0.259;0.63;0.09;54.1;90.9;0.99181;3.26;0.54;11.82;5
6.21;0.45;0.344;3.32;0.057;34.6;123.8;0.99508;2.99;0.47;11.43;6
6.52;0.254;0.254;14.42;0.057;39.3;120.0;0.99244;3.03;0.45;10.19;7
6.61;0.264;0.315;5.75;0.057;59.3;212.0;0.99411;3.17;0.46;12.01;6
6.64;0.311;0.452;2.68;0.028;30.6;167.3;0.99803;3.11;0.6;10.17;5
6.06;0.295;0.369;6.29;0.027;32.2;215.0;0.99345;3.2;0.6;10.23;5
6.72;0.14;0.263;0.6;0.022;47.0;263.7;0.99586;3.25;0.41;9.09;6
6.75;0.216;0.461;7.9;0.009;29.8;36.3;0.99136;3.04;0.67;8.83;5
7.7;0.178;0.461;8.29;0.065;37.4;140.1;0.99434;3.33;0.45;9.61;5
7.0;0.209;0.461;0.6;0.055;37.9;168.7;0.99301;3.05;0.56;8.15;6
5.54;0.357;0.306;9.68;0.049;63.4;132.8;0.98764;3.19;0.5;10.32;5
8.89;0.05;0.364;10.03;0.041;57.0;158.3;0.99284;3.3;0.6;9.57;6
7.88;0.328;0.363;7.32;0.074;20.2;209.2;0.99462;3.2;0.52;10.65;5
5.74;0.093;0.209;6.6;0.063;18.5;68.8;0.99367;3.14;0.36;10.25;7
5.6;0.274;0.25;9.22;0.04;26.6;89.1;0.99869;3.02;0.54;9.36;6
7.01;0.287;0.234;12.95;0.04;19.8;139.8;0.99576;3.24;0.51;9.9;6
5.78;0.328;0.385;8.87;0.052;29.3;94.3;0.99673;3.26;0.45;9.94;5
6.83;0.24;0.32;4.42;0.081;32.2;72.8;0.99231;3.05;0.33;10.52;5
6.83;0.361;0.337;11.37;0.067;31.7;142.2;0.9843;3.31;0.44;10.0;6
7.32;0.129;0.137;13.7;0.043;42.3;223.0;0.99334;3.03;0.6;10.34;5
7.51;0.207;0.164;15.43;0.031;23.1;196.4;0.99315;3.33;0.48;9.49;6
6.04;0.184;0.204;4.41;0.01;94.4;65.2;1.00011;3.05;0.41;8.89;7
6.21;0.463;0.473;4.28;0.04;18.4;117.8;0.9943;3.32;0.5;10.31;7
7.16;0.179;0.505;4.89;0.053;21.0;139.8;0.99089;3.08;0.38;10.03;6
8.07;0.129;0.466;9.72;0.04;31.4;183.6;0.99555;3.29;0.36;12.4;6
5.96;0.366;0.237;3.4;0.03;14.9;172.6;0.99393;3.24;0.65;11.04;8
7.0;0.178;0.35;0.62;0.03;25.4;139.8;0.9991;3.38;0.31;10.97;6
5.52;0.113;0.18;5.87;0.037;32.7;73.4;0.99307;3.11;0.48;10.21;7
6.23;0.29;0.263;11.08;0.037;28.8;167.5;0.99316;3.6;0.56;11.45;6
6.08;0.294;0.295;3.14;0.055;52.0;9.0;0.9963;3.08;0.5;10.02;5
5.94;0.12;0.17;11.72;0.054;38.0;112.7;0.98925;3.15;0.26;9.59;6
5.96;0.342;0.303;10.8;0.048;49.5;119.4;0.9954;3.37;0.5;11.05;6
6.91;0.273;0.479;3.57;0.06;64.9;143.8;0.99834;3.3;0.24;10.49;7
6.94;0.136;0.44;0.6;0.049;43.9;102.5;0.99673;3.34;0.54;11.96;5
8.31;0.386;0.573;0.6;0.046;21.5;95.0;0.98978;3.32;0.32;11.06;6
6.03;0.278;0.585;3.32;0.023;28.4;170.0;0.99479;3.27;0.43;8.0;6
7.58;0.37;0.526;9.25;0.054;29.0;163.6;0.99759;3.19;0.31;9.95;6
8.62;0.424;0.262;2.0;0.034;11.0;142.6;0.99922;3.3;0.67;8.0;5
5.69;0.359;0.27;15.62;0.042;35.5;122.7;0.99198;3.04;0.69;14.77;5
6.8;0.316;0.678;2.34;0.075;18.1;119.6;1.00266;3.13;0.35;11.34;6
8.03;0.244;0.408;5.17;0.056;48.3;180.9;0.98972;3.14;0.55;11.83;6
6.7;0.195;0.193;10.05;0.047;34.3;224.9;0.99465;3.36;0.63;10.6;6
6.47;0.171;0.297;8.99;0.056;3.2;186.6;0.99113;3.51;0.46;11.54;6
7.0;0.336;0.648;14.22;0.084;46.9;147.3;0.9956;3.04;0.51;11.52;7
7.29;0.199;0.374;6.74;0.073;49.7;93.2;0.99598;3.06;0.56;10.13;6
8.24;0.227;0.434;3.3;0.033;55.4;162.4;0.98809;3.11;0.52;10.02;5
6.4;0.211;0.396;0.6;0.046;45.4;100.0;0.99624;3.06;0.5;9.54;6
8.48;0.401;0.426;1.38;0.043;21.1;164.9;0.9947;3.46;0.54;11.86;4
7.52;0.323;0.32;1.47;0.06;55.8;133.9;0.99407;2.92;0.75;10.21;7
6.49;0.349;0.295;16.45;0.055;26.0;162.8;0.9912;3.2;0.75;10.11;6
6.24;0.113;0.27;0.6;0.065;23.4;151.3;0.99138;3.22;0.57;11.68;7
6.51;0.296;0.434;2.11;0.032;27.9;171.9;0.99229;3.17;0.57;10.26;5
7.16;0.202;0.244;9.09;0.026;43.0;135.7;0.99115;3.2;0.44;10.11;6
8.7;0.306;0.605;6.16;0.065;13.0;143.4;0.99036;3.35;0.51;9.06;5
6.09;0.107;0.414;8.86;0.009;13.4;206.8;0.99262;3.05;0.36;9.38;5
6.19;0.281;0.285;0.63;0.066;12.4;169.0;0.99577;3.11;0.55;9.15;6
5.94;0.26;0.425;10.51;0.009;26.1;111.6;0.9953;3.31;0.35;11.74;6
6.77;0.417;0.27;0.6;0.045;24.9;76.4;0.99136;3.39;0.37;10.04;7
8.24;0.3;0.373;7.25;0.059;8.3;79.8;0.99162;3.13;0.36;9.61;7
8.2;0.349;0.283;3.01;0.058;46.9;174.2;0.99678;3.22;0.71;10.3;6
6.08;0.447;0.384;0.6;0.049;23.5;85.6;0.99495;3.29;0.52;9.56;7
7.05;0.014;0.216;10.65;0.05;61.8;66.4;0.99397;3.23;0.5;8.0;8
6.09;0.253;0.256;0.67;0.038;2;112.6;0.9945;3.21;0.41;10.28;5
6.62;0.177;0.291;8.55;0.031;31.3;118.4;0.98906;3.06;0.47;10.58;5
6.8;0.308;0.383;2.91;0.045;14.5;145.3;0.99679;3.26;0.41;8.0;6
6.47;0.249;0.3;5.34;0.024;76.1;116.2;0.99316;3.08;0.54;10.48;5
6.65;0.267;0.195;2.03;0.046;30.3;101.4;0.9961;3.2;0.55;10.11;5
9.0;0.342;0.382;12.26;0.038;49.7;106.3;0.99311;3.03;0.59;9.71;7
5.87;0.273;0.262;9.46;0.039;35.5;155.8;0.99031;3.19;0.55;9.31;6
7.66;0.454;0.312;11.29;0.023;31.1;145.5;0.99112;3.25;0.36;12.85;6
7.75;0.264;0.264;4.17;0.066;53.2;146.1;0.98865;3.16;0.47;8.71;7
5.34;0.216;0.298;5.63;0.049;43.7;43.8;0.99285;3.05;0.57;11.27;6
5.15;0.027;0.576;5.38;0.065;11.7;173.1;0.99122;3.02;0.53;9.89;6
6.03;0.194;0.301;7.16;0.043;31.6;180.5;0.99526;3.25;0.49;11.78;5
6.2;0.352;0.356;11.31;0.046;18.4;191.6;0.99341;3.19;0.41;8.9;7
5.83;0.329;0.279;10.26;0.052;35.6;119.2;0.99448;3.39;0.64;10.23;7
7.44;0.23;0.183;4.88;0.043;23.7;122.4;0.98743;3.28;0.54;9.83;6
7.64;0.341;0.149;5.95;0.015;31.2;100.5;0.99588;3.19;0.64;12.2;6
5.56;0.136;0.409;7.83;0.064;36.6;203.7;0.98985;3.14;0.33;10.81;6
6.68;0.195;0.351;0.6;0.009;45.9;153.1;0.9949;3.26;0.57;9.6;6
6.61;0.346;0.446;0.6;0.037;32.6;76.5;0.99262;3.17;0.41;10.51;5
7.41;0.177;0.388;7.82;0.009;51.6;123.5;0.99182;3.53;0.45;12.31;5
6.66;0.37;0.376;5.14;0.037;22.3;154.5;0.99491;3.32;0.54;12.12;6
6.54;0.42;0.575;7.26;0.032;40.9;131.9;0.9904;3.02;0.27;9.21;6
5.72;0.006;0.377;13.51;0.092;44.9;200.6;0.99509;3.04;0.41;10.64;5
6.9;0.385;0.507;0.6;0.009;20.7;69.1;0.99248;3.42;0.29;10.25;5
7.41;0.223;0.437;10.63;0.028;32.0;168.4;0.99317;3.1;0.6;11.58;5
7.72;0.32;0.2;0.9;0.038;25.4;138.5;0.99092;3.1;0.46;10.12;6
5.54;0.435;0.29;5.1;0.042;47.5;77.6;0.99117;3.16;0.42;13.63;7
6.24;0.441;0.369;12.07;0.081;38.5;148.6;0.99167;3.1;0.69;12.21;6
5.89;0.337;0.325;8.23;0.009;26.3;94.1;0.99464;3.1;0.36;8.89;7
7.5;0.206;0.237;11.3;0.097;59.5;199.1;0.99237;3.43;0.29;10.61;6
8.59;0.406;0.238;0.6;0.078;45.9;36.5;0.99276;3.08;0.62;10.68;6
7.09;0.355;0.417;11.53;0.082;47.2;115.7;0.99708;3.41;0.46;10.5;5
6.17;0.212;0.448;7.13;0.042;37.1;166.2;0.99103;3.07;0.37;8.0;6
9.95;0.47;0.2;7.53;0.051;32.9;167.0;0.99762;3.22;0.36;11.08;6
7.6;0.235;0.464;15.1;0.029;33.5;161.4;0.99544;3.26;0.62;11.23;7
7.02;0.384;0.385;5.19;0.047;36.1;167.8;0.99208;3.16;0.57;8.21;6
5.62;0.307;0.322;0.6;0.014;61.8;217.3;0.98961;3.32;0.39;12.51;7
9.24;0.269;0.452;4.64;0.065;29.6;214.3;0.99179;3.5;0.45;8.78;6
7.27;0.348;0.274;10.03;0.042;10.9;90.5;0.99057;3.23;0.57;10.48;7
7.0;0.42;0.383;10.41;0.036;38.7;89.0;0.9917;3.33;0.43;11.42;7
5.82;0.336;0.186;13.82;0.028;11.6;91.3;0.99169;2.89;0.3;9.33;6
5.67;0.216;0.362;7.1;0.059;58.7;134.4;0.99504;3.37;0.48;8.09;6
6.97;0.188;0.204;0.6;0.048;33.8;98.0;0.99343;3.07;0.46;8.24;6
6.89;0.319;0.285;4.84;0.041;62.0;56.0;0.99387;3.04;0.56;10.88;6
7.21;0.261;0.178;9.24;0.08;42.9;183.6;0.99483;3.47;0.34;10.49;7
6.94;0.321;0.123;2.25;0.021;38.8;144.6;0.99324;2.95;0.53;8.13;6
6.93;0.467;0.315;1.07;0.056;49.8;151.1;0.999;3.34;0.33;11.22;5
6.29;0.331;0.327;15.81;0.042;13.8;191.7;0.99562;3.16;0.73;10.5;6
7.28;0.294;0.208;3.74;0.035;2.9;164.8;0.99508;3.23;0.5;11.36;6
7.6;0.427;0.348;2.28;0.034;5.6;42.7;0.99168;3.18;0.54;11.18;5
5.68;0.222;0.315;3.5;0.033;39.7;101.3;0.991;3.35;0.36;10.16;5
7.65;0.341;0.272;5.13;0.07;26.1;123.5;0.99206;3.07;0.54;8.32;7
5.62;0.145;0.399;10.18;0.066;6.9;160.3;0.98932;2.93;0.53;11.46;5
5.29;0.277;0.316;7.76;0.076;20.2;124.7;0.98788;3.05;0.57;8.86;6
6.69;0.346;0.212;0.6;0.062;79.7;134.0;0.99367;3.11;0.44;12.04;7
