fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.01;0.396;0.276;2.53;0.136;11.0;6;0.9946;3.21;0.77;9.46;6
6.62;0.81;0.358;1.44;0.072;11.6;56.8;0.99825;3.46;0.62;11.54;6
9.79;0.485;0.198;1.36;0.081;33.3;22.8;0.99712;3.45;0.64;9.02;4
8.91;0.434;0.014;4.14;0.088;28.6;17.9;0.99325;3.48;0.57;8.68;6
8.9;0.274;0.312;2.71;0.122;2.3;32.1;0.99513;3.42;0.36;10.0;6
9.17;0.519;0.247;0.9;0.113;8.9;54.4;0.99823;3.33;0.8;9.94;5
7.2;0.427;0.242;1.53;0.042;16.3;32.8;1.00074;3.28;0.55;11.08;5
11.36;0.687;0.09;0.9;0.089;8.6;10.6;0.99569;3.13;0.74;10.64;5
8.18;0.76;0.302;4.24;0.093;9.2;6;0.99139;3.24;0.46;10.39;5
10.55;0.765;0.167;2.97;0.082;26.2;33.3;0.99822;3.31;0.58;9.33;5
8.52;0.154;0.294;3.66;0.042;21.4;68.1;0.99674;3.48;0.77;12.15;7
8.77;0.464;0.304;2.54;0.115;10.4;89.3;0.99848;3.41;0.74;9.08;6
7.65;0.645;0.379;3.19;0.079;18.8;17.1;0.99962;3.56;0.56;9.09;6
6.3;0.46;0.232;2.88;0.092;8.0;105.3;0.99761;3.34;0.82;9.86;5
7.87;0.48;0.163;0.92;0.074;25.7;91.7;0.9985;3.33;0.89;10.34;5
8.11;0.631;0;1.6;0.058;32.8;24.5;0.99508;3.35;0.69;10.89;6
11.12;0.658;0.356;4.27;0.063;9.8;6;0.99815;3.2;0.7;10.53;5
7.73;0.107;0.459;2.57;0.046;29.4;8.9;0.99768;3.42;0.57;11.28;4
6.08;0.387;0.482;3.13;0.134;1;27.3;0.99729;3.41;1.01;10.63;6
6.77;0.354;0;1.52;0.062;1;6.5;0.99522;3.2;0.76;11.42;6
9.5;0.56;0.405;2.56;0.095;30.4;50.2;0.99979;3.44;0.61;10.37;5
7.14;0.698;0.259;2.85;0.092;22.4;64.5;0.99756;3.5;0.66;10.1;4
8.67;0.632;0.498;1.06;0.055;27.1;49.4;0.99706;3.5;0.35;12.02;5
8.66;0.547;0.18;3.65;0.071;17.0;106.3;0.9943;3.0;1.24;9.89;7
8.78;0.481;0.536;5.06;0.096;9.3;23.5;0.99797;2.97;0.38;10.43;6
8.85;0.61;0.488;2.85;0.046;33.5;65.7;0.99929;3.09;1.01;9.98;5
10.03;0.626;0.234;2.1;0.01;14.9;22.4;0.99491;3.14;0.66;9.97;6
9.84;0.482;0.053;2.38;0.134;28.1;25.8;0.998;3.33;0.76;12.46;5
7.06;0.881;0;1.11;0.045;25.3;55.6;0.99729;3.18;0.71;9.39;6
7.34;0.346;0.366;0.9;0.133;11.7;75.9;0.99729;3.41;0.56;9.62;5
9.47;0.347;0.063;0.9;0.106;13.8;54.8;0.99693;3.34;0.77;9.99;6
9.62;0.469;0.131;1.17;0.01;33.3;45.9;0.99643;2.97;0.8;10.47;6
8.69;0.348;0.062;3.58;0.057;6.1;6;0.99644;3.4;0.8;10.68;6
11.18;0.212;0.237;2.65;0.012;1;60.5;0.99623;3.4;0.69;8.78;5
6.2;0.598;0.094;3.85;0.165;34.0;106.4;0.99691;3.38;0.52;9.0;5
9.61;0.567;0.038;2.4;0.096;21.1;6;0.99937;3.62;0.54;11.74;6
5.6;0.3;0.397;2.42;0.042;24.1;52.4;0.99754;3.16;0.58;10.79;5
7.85;0.484;0.254;1.93;0.037;17.4;58.0;0.99821;3.28;0.68;11.98;5
10.29;0.604;0.448;5.0;0.064;19.1;77.8;0.99821;3.25;0.67;12.48;5
7.35;0.58;0.464;2.14;0.035;1;6;0.99479;3.21;0.6;9.63;4
8.71;0.578;0;4.05;0.01;12.2;73.0;0.99525;3.09;0.53;9.9;5
11.81;0.44;0;1.97;0.149;18.3;27.5;0.99672;3.64;0.64;9.24;7
9.24;0.74;0;4.65;0.093;37.0;39.6;0.99934;3.22;1.02;9.87;5
5.68;-0.035;0.294;0.9;0.037;20.2;53.6;0.99688;3.17;0.53;10.67;6
7.66;0.544;0.162;0.9;0.03;27.6;66.9;0.9952;3.39;0.66;11.25;6
7.55;0.46;0.277;1.54;0.077;21.3;40.9;0.99826;3.04;0.67;10.6;5
7.73;0.741;0.211;2.9;0.093;1;64.1;0.99817;3.32;0.7;10.08;6
7.24;0.697;0;1.12;0.029;24.2;26.7;0.99648;3.36;0.95;10.47;6
9.84;0.452;0.276;3.16;0.01;30.8;35.3;0.99776;3.26;0.55;11.83;6
6.23;0.581;0.37;1.96;0.098;9.6;83.9;0.99718;3.41;0.27;9.76;5
8.69;0.692;0.359;3.81;0.068;25.4;34.7;0.99688;3.4;0.43;10.15;5
8.8;0.45;0.513;3.19;0.085;1;23.8;0.99739;3.23;0.88;10.05;7
7.45;0.271;0.558;2.17;0.054;28.8;67.9;0.99559;3.42;0.5;9.67;6
10.37;0.337;0.453;2.75;0.149;23.5;44.7;0.99369;3.09;0.56;12.05;6
7.87;0.484;0.158;3.38;0.105;21.6;118.9;0.99772;3.01;0.42;10.36;5
6.77;0.338;0.018;0.9;0.07;10.7;24.7;1.00034;3.35;0.6;11.12;6
10.46;0.38;0.273;4.69;0.075;1.8;25.2;0.99783;3.29;0.66;10.7;5
7.84;0.461;0.192;2.72;0.107;1;12.4;0.99797;3.26;0.9;11.23;5
8.09;0.394;0.334;3.5;0.076;27.0;29.2;0.99556;3.32;0.59;11.48;5
8.02;0.328;0.351;2.31;0.01;23.7;6;0.99855;3.33;0.83;8.99;7
7.49;0.469;0.249;1.46;0.037;18.5;14.7;0.99853;3.39;0.7;9.81;5
8.51;0.738;0.288;2.29;0.033;38.0;11.3;0.9985;3.28;0.42;10.52;6
7.91;0.554;0.435;1.88;0.059;13.1;23.2;0.99727;3.52;0.52;9.18;6
8.2;0.441;0.01;4.6;0.053;16.0;55.2;0.99774;3.11;0.54;8.94;6
8.18;0.725;0.209;1.56;0.01;1;49.3;0.99645;3.34;0.42;11.35;6
7.45;0.704;0.136;3.09;0.133;19.7;24.4;0.9951;3.69;0.57;9.54;5
5.3;0.721;0.259;1.94;0.034;2.2;36.3;0.99757;3.31;0.27;9.68;7
9.21;0.531;0.26;4.51;0.118;1;39.0;0.99658;3.22;0.47;11.6;5
10.08;0.926;0;3.33;0.093;19.2;69.2;0.99962;3.29;1.02;9.16;6
9.64;0.6;0.186;2.17;0.131;14.3;76.2;0.99484;3.22;0.62;9.98;5
8.32;0.505;0;0.9;0.134;23.1;91.1;0.99682;3.57;0.63;11.52;5
7.51;0.37;0.348;6.75;0.01;26.0;6;0.99576;3.18;0.81;10.77;5
9.87;0.644;0.173;0.9;0.107;12.2;6;0.99441;3.27;0.92;10.83;6
6.79;0.416;0.089;1.76;0.103;42.1;39.3;0.99683;3.28;0.62;10.67;6
7.46;0.701;0.12;1.65;0.072;13.1;6;0.99863;3.72;0.45;11.87;6
5.37;0.495;0.39;3.6;0.132;1;18.2;0.99571;3.31;0.7;9.55;6
4.94;0.416;0.372;3.87;0.139;26.1;47.8;0.99801;3.31;0.41;11.39;6
9.31;0.748;0.639;4.51;0.041;17.4;71.4;0.99269;3.36;0.72;10.82;6
8.2;0.45;0.132;0.9;0.16;8.5;8.3;0.99509;3.13;0.85;10.33;6
6.62;0.199;0.128;2.9;0.056;19.2;55.8;0.99934;3.44;0.92;9.74;5
6.02;0.788;0.509;2.01;0.104;15.9;6;0.99588;3.44;0.64;9.35;6
10.29;0.285;0.238;2.79;0.133;4.6;37.8;0.99949;3.6;0.76;9.34;5
7.53;0.467;0.097;0.9;0.068;2.3;10.2;1.0021;3.68;1.06;10.09;6
6.41;0.246;0.279;0.9;0.18;6.1;100.0;0.99746;3.55;0.76;8.88;5
9.04;0.442;0.081;2.65;0.156;14.4;105.1;0.99195;3.18;0.61;8.99;6
3.56;0.356;0.417;2.09;0.158;22.8;107.5;0.99591;3.36;0.66;9.01;6
9.93;0.298;0.16;2.76;0.134;28.1;41.8;0.99773;3.36;0.93;10.41;6
8.09;0.286;0.139;3.33;0.085;26.4;35.8;0.99906;3.02;1.04;12.06;5
12.93;0.69;0.12;1.01;0.152;13.1;39.3;0.99698;3.32;0.85;9.41;6
4.32;0.331;0.476;3.12;0.021;19.5;6;0.99581;3.21;0.57;9.58;5
10.07;0.631;0.159;1.07;0.148;17.8;22.8;0.99603;3.3;0.36;10.94;6
10.14;0.313;0.37;2.95;0.097;31.5;14.7;0.99808;3.57;0.87;10.59;6
9.09;0.334;0.02;2.32;0.068;1;85.6;0.99893;3.63;0.58;11.03;5
10.45;0.223;0.155;3.07;0.104;17.6;65.2;0.99327;3.19;1.12;11.07;6
6.89;0.698;0;4.12;0.127;15.9;84.0;0.99594;3.36;0.41;9.1;6
9.09;0.006;0.191;1.49;0.134;17.1;61.0;0.99729;3.21;0.71;11.26;6
10.6;0.462;0.308;3.84;0.132;26.4;69.0;0.99736;3.06;0.91;10.06;5
8.75;0.28;0.402;2.01;0.083;12.1;6;0.99629;3.21;0.49;11.55;6
6.89;0.412;0.608;6.16;0.077;16.8;36.0;0.99624;3.36;0.72;10.04;6
8.13;0.421;0.4;2.13;0.181;16.1;51.0;0.99311;3.59;0.6;10.77;7
9.58;0.787;0.147;4.99;0.029;16.7;26.3;0.99308;3.11;0.58;10.94;7
7.68;0.4;0.382;2.34;0.01;2.1;37.7;0.99797;3.17;0.67;10.53;6
8.83;0.605;0.046;4.13;0.158;21.4;97.4;0.99622;3.31;0.89;10.24;7
7.25;0.591;0.056;2.3;0.136;36.0;22.1;0.99733;3.19;0.92;8.4;5
8.03;0.599;0.54;3.63;0.114;13.7;97.2;0.99781;3.14;0.59;12.35;5
5.16;0.236;0.253;0.9;0.094;37.8;45.6;0.99608;3.16;0.38;8.85;6
7.71;0.254;0.27;1.48;0.079;1;76.6;0.99319;3.1;0.62;8.4;6
5.51;0.689;0.114;2.63;0.105;22.6;13.0;0.9986;3.26;0.54;11.13;5
9.45;0.457;0;1.95;0.116;21.8;40.3;0.99797;3.29;0.44;10.61;7
9.77;0.317;0;4.07;0.099;6.9;20.8;0.99508;3.48;0.58;11.3;3
9.18;0.453;0.216;3.06;0.067;16.1;27.5;0.9966;3.44;0.8;11.29;5
10.43;0.407;0.368;1.73;0.1;17.8;31.9;0.99333;3.42;0.74;11.27;5
6.09;0.809;0.309;3.41;0.133;18.5;43.8;0.99262;3.36;0.75;8.85;5
8.65;0.327;0.384;3.23;0.016;7.8;96.3;0.99835;3.19;0.95;9.47;5
8.96;0.582;0.38;2.65;0.01;15.9;50.7;0.99955;3.08;1.05;10.33;5
6.47;0.224;0.298;2.55;0.114;8.0;44.7;0.9971;3.0;0.79;10.39;6
9.19;0.794;0.379;0.9;0.057;15.8;90.4;0.99658;3.24;0.57;10.62;8
8.68;0.698;0.184;2.08;0.073;26.0;57.1;0.99577;3.51;0.68;11.38;6
5.82;0.511;0.22;3.59;0.079;25.4;21.3;0.99752;3.35;0.67;12.09;5
9.25;0.139;0.343;3.27;0.105;25.3;36.5;0.99641;3.38;0.87;10.54;6
6.92;0.785;0.057;4.41;0.042;14.1;33.2;0.99564;3.07;0.89;11.62;5
10.42;0.187;0.053;2.02;0.062;9.2;6;0.99883;3.4;0.51;11.86;8
9.15;0.802;0.389;2.79;0.053;13.4;92.7;0.9941;3.66;0.4;11.34;6
7.16;0.584;0.232;0.9;0.14;13.7;46.3;0.99432;3.17;0.69;10.66;6
9.06;0.261;0.259;1.12;0.049;1;65.9;0.9965;3.31;0.49;10.62;5
6.59;0.57;0.373;2.98;0.158;29.3;6.4;0.99384;3.38;0.52;10.28;5
7.75;0.307;0.298;2.92;0.088;18.8;87.2;0.99986;3.42;0.6;10.81;5
5.91;0.626;0.06;3.84;0.087;7.9;27.1;0.99927;3.43;0.4;9.9;5
7.14;0.424;0.597;3.45;0.102;9.3;66.5;0.99644;3.5;0.62;12.26;6
7.92;0.761;0.465;1.03;0.133;26.0;12.5;0.99338;3.22;0.68;11.25;6
9.35;0.246;0.347;3.39;0.08;5.9;58.4;0.99621;3.35;0.76;10.87;6
7.46;0.494;0;3.37;0.091;20.5;76.1;0.99614;3.27;0.77;10.77;7
9.11;0.512;0;2.16;0.11;2.6;41.6;0.99697;3.43;0.4;10.22;5
7.91;0.613;0.323;2.38;0.081;41.6;29.1;0.99913;3.47;0.52;11.85;5
6.1;0.555;0.163;2.83;0.074;21.1;93.9;0.9977;3.26;0.6;10.65;5
7.6;0.185;0.244;4.49;0.168;26.8;51.7;0.99837;3.49;0.71;12.59;5
10.74;0.304;0.358;3.1;0.104;19.0;76.2;0.99621;3.25;0.6;12.55;7
6.51;0.438;0.197;0.9;0.075;13.3;29.5;0.9959;3.2;0.72;9.52;5
10.54;0.394;0.586;1.49;0.082;11.8;123.0;0.99676;3.44;0.86;9.97;6
9.89;0.572;0.059;4.23;0.112;24.1;39.8;1.00189;3.58;0.73;11.38;5
5.94;0.654;0;3.83;0.045;32.2;32.4;0.99552;3.15;0.76;9.13;6
7.87;0.349;0.436;0.91;0.116;9.8;6;0.9963;3.2;1.2;10.48;4
4.24;0.365;0.329;2.3;0.034;32.4;87.2;0.99409;3.29;0.75;12.15;7
4.62;0.543;0.626;3.26;0.096;31.7;34.3;0.99638;3.33;0.82;10.19;6
7.96;0.467;0.471;0.9;0.131;17.8;58.1;0.99706;3.05;0.53;10.82;6
9.21;0.524;0;2.1;0.133;6.4;95.4;0.99617;3.19;0.85;12.25;4
8.33;0.314;0.628;2.72;0.046;1;6;0.99551;3.47;0.56;10.14;5
6.55;0.742;0.231;3.26;0.084;19.3;90.9;0.99693;3.41;0.65;9.05;6
9.11;0.342;0.165;4.4;0.1;10.3;62.1;0.99411;3.34;0.73;11.7;6
9.43;0.671;0.297;2.04;0.083;1.5;14.8;0.99583;3.49;0.63;10.21;5
10.54;0.493;0;1.57;0.126;18.4;50.5;0.99661;3.23;0.77;9.85;6
9.0;0.453;0;2.35;0.067;1.5;76.2;0.99948;3.48;0.79;11.57;5
5.41;0.345;0.243;3.32;0.01;20.9;90.1;0.99837;3.52;0.45;9.38;5
5.87;0.738;0.218;2.27;0.019;24.5;33.7;0.99708;3.17;0.44;12.04;5
10.64;0.33;0.171;3.17;0.073;13.2;73.1;0.99888;3.03;0.66;11.77;6
11.07;0.835;0.206;3.08;0.098;6.4;117.1;0.99751;3.42;0.61;10.77;5
8.5;0.389;0.126;2.72;0.136;5.3;57.2;0.99745;3.27;0.64;11.11;6
6.96;0.609;0.22;0.9;0.154;25.5;37.0;0.99577;3.14;0.63;12.6;6
6.5;0.349;0.262;1.49;0.09;14.7;62.9;0.99544;3.39;0.8;11.37;5
9.08;0.695;0.388;0.9;0.01;11.5;49.5;0.99622;2.97;0.91;9.56;5
7.6;0.665;0.489;2.5;0.071;4.5;44.8;0.99722;3.41;0.82;9.82;4
7.14;0.385;0.16;3.77;0.07;5.1;62.3;1.00031;3.41;0.9;9.94;5
7.84;0.47;0.446;3.15;0.065;31.6;74.2;0.99502;3.25;0.54;10.65;7
7.65;0.362;0.536;3.21;0.124;5.5;64.7;0.99628;3.23;0.61;9.47;6
8.13;0.543;0.323;0.9;0.149;23.2;24.8;0.99558;3.67;0.62;10.34;5
5.48;0.644;0.441;4.23;0.162;36.8;103.5;0.99478;3.41;0.84;10.45;6
9.66;0.667;0.354;2.42;0.113;44.4;10.2;0.99785;3.39;0.8;8.89;7
11.82;0.5;0.255;2.64;0.079;25.7;23.0;0.99869;3.13;0.55;9.47;5
7.02;0.707;0;2.19;0.109;20.1;28.0;0.99722;3.15;0.54;8.9;6
10.6;0.391;0.329;0.9;0.014;37.2;6;0.99701;3.24;0.52;9.22;5
5.42;0.534;0.348;2.25;0.029;20.6;73.1;0.99702;3.21;0.72;9.41;5
8.8;0.436;0.289;5.6;0.066;1;78.2;0.99581;3.07;0.82;10.47;5
7.57;0.889;0.237;5.22;0.101;5.5;50.2;1.00077;3.29;0.67;11.01;6
9.7;0.631;0.037;0.9;0.189;23.6;45.4;0.99793;3.29;0.46;8.84;6
7.51;0.483;0;0.9;0.134;36.0;11.4;0.99648;3.53;0.84;8.91;6
8.25;0.667;0.047;2.43;0.147;22.6;39.4;0.9984;3.4;0.5;9.38;4
7.29;0.136;0.434;3.2;0.086;10.3;6;0.99747;3.24;0.76;11.14;6
7.45;0.536;0.601;3.08;0.01;11.3;24.3;0.99915;3.22;0.51;9.34;5
6.05;0.589;0.391;3.26;0.103;13.0;15.3;0.99677;3.39;0.51;10.19;5
8.34;0.596;0.251;2.02;0.045;7.0;112.7;0.99713;3.22;0.76;10.46;6
7.98;0.499;0.868;1.86;0.022;17.3;28.0;0.99638;3.29;0.27;10.51;4
8.72;0.424;0.262;3.01;0.07;17.8;75.1;0.99728;3.55;0.78;10.11;6
9.86;0.479;0.12;2.17;0.085;3.6;13.3;0.99655;3.34;0.76;9.56;5
4.96;0.341;0.427;2.67;0.047;23.0;6;0.99278;3.33;0.41;11.24;6
6.62;0.355;0.048;3.32;0.04;26.4;64.8;0.99715;3.49;0.7;9.66;6
7.57;0.241;0;2.33;0.096;19.8;72.7;0.99715;3.17;0.88;11.11;5
8.48;0.437;0.258;2.73;0.062;26.2;66.2;0.9928;3.17;0.59;9.37;5
7.05;0.484;0.526;4.62;0.025;35.6;78.0;0.99389;3.43;0.6;11.28;5
8.99;0.327;0.468;2.45;0.107;20.4;31.5;0.99835;3.2;0.59;9.11;7
5.63;0.652;0.188;3.32;0.047;34.4;6;0.99935;3.36;0.73;10.62;6
8.09;0.385;0.274;1.11;0.049;12.7;21.4;0.99547;3.25;0.48;12.04;5
4.62;0.352;0.458;2.97;0.09;20.8;47.5;0.99542;3.52;0.56;10.68;5
9.68;0.427;0.74;0.9;0.174;7.4;43.0;1.00002;3.6;0.92;11.27;6
9.03;0.582;0.131;2.91;0.109;10.6;50.6;0.99875;3.11;0.99;8.62;5
7.48;0.557;0.024;2.22;0.019;1;23.2;0.99947;3.33;0.79;10.29;6
9.01;0.711;0.07;2.45;0.055;40.5;87.8;0.99699;3.32;0.72;12.35;5
9.26;0.602;0.074;1.61;0.137;2.1;32.8;0.99863;3.41;0.82;11.07;5
7.69;0.885;0.21;0.9;0.08;19.1;71.0;0.99754;3.42;0.83;9.29;5
10.37;0.318;0.294;5.52;0.091;18.2;27.5;0.99493;3.28;1.05;11.4;5
9.25;0.313;0.267;3.6;0.099;28.2;73.9;0.99648;3.15;0.61;11.47;6
6.33;0.488;0.007;3.4;0.015;1;48.5;0.99732;3.43;0.69;10.87;5
8.64;0.319;0.063;2.03;0.101;13.7;6;0.99655;3.41;0.69;9.46;5
5.99;0.36;0.456;3.47;0.071;4.5;22.1;1.00059;3.32;0.81;11.04;7
8.79;0.545;0.294;1.28;0.094;19.5;69.6;0.99924;3.42;0.8;9.27;7
6.57;0.423;0.271;3.22;0.113;3.6;108.8;0.99648;3.22;0.64;10.71;5
8.94;0.51;0.062;2.13;0.01;15.3;84.4;0.99649;3.33;0.5;11.77;7
8.85;0.176;0.479;1.45;0.141;26.2;45.6;0.99631;3.61;0.61;10.1;6
7.51;0.537;0.582;3.85;0.08;15.6;24.9;0.9993;3.25;1.0;9.95;6
9.85;0.411;0.495;2.09;0.08;31.6;71.5;0.99548;2.88;0.93;10.31;6
8.79;0.39;0.488;1.12;0.108;34.0;34.9;0.9955;3.71;0.4;10.43;6
10.98;0.907;0.07;1.08;0.074;24.0;48.3;0.99638;3.43;0.69;10.13;5
8.0;0.287;0.388;3.61;0.087;10.8;68.2;0.99848;3.13;0.67;9.8;5
7.57;1.119;0.353;4.31;0.116;19.4;16.1;0.997;3.39;0.43;8.4;5
10.44;0.516;0.431;1.86;0.143;11.9;20.3;0.99416;3.2;0.69;10.97;6
8.09;0.599;0.026;1.73;0.043;13.0;71.5;0.99527;3.42;0.8;9.45;6
12.07;0.341;0.31;1.27;0.11;29.1;53.8;0.99862;3.27;0.67;8.94;5
8.42;0.742;0.436;3.81;0.051;12.4;47.6;0.9948;3.3;0.67;11.19;5
5.0;0.584;0.291;3.52;0.027;13.5;59.4;0.99615;3.48;0.63;10.75;6
7.02;0.264;0.392;2.85;0.135;29.4;23.1;0.99674;3.17;0.36;10.13;8
9.75;0.734;0.279;2.27;0.066;30.1;46.5;0.99732;3.36;0.71;11.58;6
7.77;0.548;0.41;3.53;0.174;13.8;69.0;0.9947;3.41;0.43;11.36;5
6.46;0.452;0.178;3.4;0.024;24.1;94.0;0.99463;3.26;0.6;11.96;7
5.74;0.539;0.042;3.92;0.125;22.7;39.5;0.99691;3.12;0.72;11.33;6
8.42;0.723;0.106;5.5;0.114;27.3;37.9;0.99644;3.19;0.82;10.3;6
6.71;0.524;0.219;1.19;0.15;21.7;15.2;0.99913;3.18;0.89;10.62;6
6.95;0.468;0.45;4.29;0.053;7.4;72.5;0.99535;3.14;0.92;9.61;6
9.38;0.643;0.439;2.18;0.052;8.7;108.2;0.99773;3.35;0.72;12.38;6
10.83;0.559;0;3.36;0.016;17.8;116.8;0.99854;3.6;0.66;9.3;5
7.67;0.47;0.312;2.09;0.092;1.6;86.7;0.99307;3.21;0.9;8.4;6
11.95;0.57;0.408;1.47;0.102;17.7;65.1;0.99805;3.05;0.74;11.74;6
7.75;0.421;0.418;0.9;0.056;24.1;34.3;0.99649;3.41;0.91;11.72;6
7.0;0.643;0.055;1.24;0.094;6.0;18.0;0.99716;3.35;0.51;10.88;5
11.0;0.675;0.242;3.21;0.095;30.0;35.1;0.99788;3.63;0.52;10.41;5
11.03;0.854;0;4.19;0.115;30.5;6;0.99478;3.31;0.9;11.0;5
4.5;0.6;0.266;2.89;0.068;22.8;18.1;0.99949;3.43;0.82;10.17;6
4.39;0.622;0.174;5.62;0.138;29.3;17.5;0.99675;3.27;1.07;10.11;6
7.78;0.479;0;1.46;0.085;18.9;84.7;0.9972;3.21;0.51;9.73;7
11.52;0.587;0.279;2.92;0.01;1;32.6;0.99541;3.08;0.61;10.31;6
7.7;0.347;0.177;2.88;0.01;24.3;77.8;0.9965;3.37;0.83;11.15;6
8.77;0.57;0.582;4.45;0.033;1;6;0.99972;3.33;0.68;10.03;5
8.54;0.576;0.107;4.21;0.088;24.6;17.0;0.99536;3.35;0.71;10.42;6
10.5;0.511;0.092;3.4;0.07;10.1;6;0.997;3.18;0.54;9.34;5
7.66;0.325;0.655;3.55;0.069;1.8;42.3;0.99796;3.58;1.01;10.63;5
11.16;0.297;0.521;4.98;0.188;11.0;6;0.9958;3.33;0.61;10.42;5
5.89;0.751;0.403;3.12;0.045;8.1;67.6;0.99528;3.41;0.69;10.88;5
10.01;0.451;0.493;2.35;0.096;1;6;1.00037;3.15;0.74;9.09;6
6.55;0.812;0.086;3.14;0.077;1;61.3;0.99702;3.12;0.83;9.49;7
5.23;0.298;0.326;0.99;0.063;21.2;74.0;0.99658;2.96;0.68;10.56;6
9.02;0.504;0.27;4.3;0.062;24.8;23.2;0.9955;3.16;0.41;10.96;5
6.11;0.383;0.2;2.46;0.116;4.9;54.7;0.99187;3.39;0.33;10.68;5
12.16;0.68;0.227;4.45;0.08;19.4;70.4;0.99963;3.26;1.0;11.47;5
10.08;0.485;0.229;2.84;0.096;7.6;6;0.99621;3.29;0.65;10.05;6
8.24;0.666;0.107;0.9;0.042;29.1;21.8;0.99566;3.46;0.74;9.63;5
8.23;0.296;0.526;0.9;0.121;20.0;33.6;0.99515;3.55;0.57;11.36;6
3.71;0.616;0.189;1.96;0.191;22.5;52.8;0.99647;3.09;0.46;8.56;6
8.11;0.383;0.185;3.12;0.173;32.4;57.2;0.99182;3.68;0.72;10.62;7
8.65;0.737;0.056;1.74;0.021;24.2;69.7;0.9948;3.48;0.72;9.28;5
8.03;0.604;0.134;2.58;0.122;17.0;15.5;0.99367;3.38;0.75;10.95;6
9.52;0.41;0.135;3.88;0.146;8.1;18.1;0.99543;3.14;0.77;10.68;6
7.52;0.557;0.078;1.88;0.074;15.3;73.5;0.99639;3.37;0.23;11.88;6
6.31;0.298;0.584;0.9;0.111;16.4;43.0;0.99911;3.54;0.54;10.62;5
8.65;0.326;0;4.45;0.157;35.6;11.6;0.99552;3.43;0.41;9.83;5
11.29;0.296;0.049;1.48;0.101;15.8;44.3;0.99493;3.16;0.71;8.49;5
9.35;0.431;0.285;3.52;0.16;37.1;7.7;1.00019;3.47;0.52;9.85;6
6.96;0.66;0.017;2.44;0.107;14.3;37.7;0.99836;3.01;0.52;8.61;5
6.71;0.457;0.419;2.88;0.111;22.5;6;0.998;3.3;0.44;10.25;6
9.48;0.613;0.382;3.3;0.01;24.0;28.9;1.00082;3.57;0.64;11.83;5
7.14;0.619;0.62;2.55;0.076;37.6;6;0.9934;3.24;0.98;10.5;4
9.52;0.938;0;1.55;0.01;13.3;42.1;0.99758;3.23;0.34;9.35;5
8.95;0.901;0;2.46;0.064;13.3;57.1;0.99752;3.07;0.56;11.55;5
6.9;0.369;0.32;0.9;0.045;37.7;6;0.99849;3.35;0.52;11.28;7
6.17;0.776;0.33;3.3;0.088;1;101.8;0.99601;3.2;0.84;12.02;6
8.08;0.644;0.602;0.9;0.136;2.3;58.7;0.99671;3.21;0.62;10.91;5
9.95;0.353;0.442;1.49;0.046;12.2;29.2;0.99627;3.42;0.61;11.61;6
7.05;0.633;0.185;2.62;0.161;29.9;47.3;0.99514;3.44;0.63;10.14;5
7.58;0.49;0.355;1.82;0.018;17.7;9.1;0.99744;3.14;0.55;10.83;5
4.67;0.509;0.284;2.05;0.092;7.8;33.0;0.99843;3.16;0.72;11.14;6
7.6;0.349;0.567;2.02;0.132;10.2;37.7;0.99742;3.52;0.88;9.95;5
8.04;0.505;0.211;0.9;0.149;24.6;94.3;0.995;3.1;0.58;9.41;5
8.13;0.65;0.466;3.19;0.061;23.2;6;0.99605;3.4;0.62;8.4;4
12.42;0.581;0.423;3.39;0.06;16.4;38.9;0.998;3.33;0.53;10.34;6
9.21;0.473;0.187;2.47;0.05;19.4;53.0;0.99614;3.05;0.63;10.51;6
7.53;0.464;0.24;0.9;0.109;29.3;35.4;0.99825;3.28;0.66;10.31;5
9.48;0.414;0.092;2.38;0.107;29.0;37.7;0.99258;3.35;0.53;10.25;4
6.58;0.53;0.103;3.81;0.113;20.6;79.2;0.9964;3.33;0.82;9.0;5
7.36;0.707;0;3.25;0.103;23.9;17.8;0.9967;3.4;0.51;9.61;6
7.16;0.474;0.286;1.47;0.071;24.7;63.4;0.99806;3.17;0.59;12.06;6
8.41;0.59;0.041;1.75;0.15;8.7;93.0;0.99296;3.28;0.73;10.4;5
7.79;0.361;0.275;1.7;0.087;9.6;6;0.99864;3.47;0.7;11.34;6
11.08;0.526;0.031;1.59;0.11;7.8;57.3;0.99922;3.2;0.43;10.21;5
7.76;0.446;0.143;2.4;0.031;5.0;21.6;0.99652;2.96;0.75;11.95;6
7.09;0.672;0.444;2.63;0.081;10.7;55.9;1.00146;3.48;0.62;11.06;6
6.8;0.489;0.468;3.13;0.111;24.0;24.5;0.99621;3.07;0.38;10.11;7
11.51;0.394;0.188;1.52;0.053;15.5;87.5;0.99629;3.26;0.82;11.84;5
8.25;0.61;0.343;0.9;0.091;6.6;52.5;0.99418;3.26;0.96;11.52;6
6.45;0.682;0.559;3.16;0.086;17.8;29.0;0.99867;3.58;0.5;12.46;5
6.45;0.513;0.184;1.46;0.064;15.9;16.7;0.99602;3.18;0.79;9.93;6
10.28;0.784;0.026;5.81;0.056;24.1;6;0.998;3.14;0.36;10.54;6
6.58;0.459;0.245;2.8;0.052;24.6;20.9;0.99401;3.35;0.87;12.95;5
8.27;0.656;0.554;4.06;0.09;14.8;45.9;0.99639;3.37;0.57;11.02;7
